register.heading,Register the child,बच्चे को दर्ज करें,मुलाची नोंदणी करा,పిల్లవాడిని నమోదు చేయండి,ಮಗುವನ್ನು ನೋಂದಾಯಿಸಿ
register.headingSub,for Sangian assessment,संगियान परीक्षा के लिए,संगियन मूल्यांकनासाठी,సంగియన్ అసెస్‌మెంట్ కోసం,ಸಂಗಿಯನ್ ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ
register.description,Enter the details of the child whose cognitive assessment will be done using the Sangian test modules.,यहाँ उस बच्चे की जानकारी भरें जिसका संगियान टेस्ट होगा। यह जानकारी बच्चे की पहचान और उसकी प्रगति को जोड़ने में मदद करती है।,संगियन टेस्ट मॉड्यूल्स वापरून ज्या मुलाचे कॉग्निटिव्ह मूल्यांकन केले जाईल त्याचे तपशील टाका.,సంగియన్ టెస్ట్ మాడ్యూల్స్ ఉపయోగించి కాగ్నిటివ్ అసెస్‌మెంట్ చేయబడే పిల్లవాడి వివరాలను నమోదు చేయండి.,ಸಂಗಿಯನ್ ಟೆಸ್ಟ್ ಮಾಡ್ಯೂಲ್‌ಗಳನ್ನು ಬಳಸಿ ಕಾಗ್ನಿಟಿವ್ ಮೌಲ್ಯಮಾಪನ ಮಾಡಲಾಗುವ ಮಗುವಿನ ವಿವರಗಳನ್ನು ನಮೂದಿಸಿ.
register.bullet1,Use the child's full official name wherever possible,बच्चे का पूरा और सही नाम लिखें,शक्य असेल तिथे मुलाचे पूर्ण अधिकृत नाव वापरा,సాధ్యమైనప్పుడల్లా పిల్లవాడి పూర్తి అధికారిక పేరును ఉపయోగించండి,ಸಾಧ್ಯವಾದಲ್ಲೆಲ್ಲಾ ಮಗುವಿನ ಪೂರ್ಣ ಅಧಿಕೃತ ಹೆಸರನ್ನು ಬಳಸಿ
register.bullet2,Confirm date of birth with records before starting,रिकॉर्ड से मिलाकर जन्म तिथि भरें,सुरुवात करण्यापूर्वी जन्मतारीख नोंदींसह तपासा,ప్రారంభించే ముందు రికార్డులతో పుట్టిన తేదీని నిర్ధారించండి,ಪ್ರಾರಂಭಿಸುವ ಮೊದಲು ದಾಖಲೆಗಳೊಂದಿಗೆ ಜನ್ಮ ದಿನಾಂಕವನ್ನು ದೃಢೀಕರಿಸಿ
register.bullet3,Mobile number can be parent / guardian's primary contact,मोबाइल नंबर माता-पिता या अभिभावक का हो सकता है,मोबाईल नंबर पालक/पालकाचा मुख्य संपर्क असू शकतो,మొబైల్ నంబర్ తల్లిదండ్రుల / గార్డియన్ యొక్క ముఖ్య సంప్రదింపు కావచ్చు,ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಪೋಷಕರ / ಪಾಲಕರ ಪ್ರಮುಖ ಸಂಪರ್ಕವಾಗಿರಬಹುದು
register.photoLabel,Child Photo,बच्चे की फ़ोटो,मुलाचा फोटो,పిల్లవాడి ఫోటో,ಮಗುವಿನ ಫೋಟೋ
register.nameLabel,Child's Full Name,बच्चे का पूरा नाम,मुलाचे पूर्ण नाव,పిల్లవాడి పూర్తి పేరు,ಮಗುವಿನ ಪೂರ್ಣ ಹೆಸರು
register.namePlaceholder,Enter child's full name,बच्चे का पूरा नाम लिखें,मुलाचे पूर्ण नाव टाका,పిల్లవాడి పూర్తి పేరు నమోదు చేయండి,ಮಗುವಿನ ಪೂರ್ಣ ಹೆಸರನ್ನು ನಮೂದಿಸಿ
register.dobLabel,Date of Birth,जन्म तिथि,जन्मतारीख,పుట్టిన తేదీ,ಜನ್ಮ ದಿನಾಂಕ
register.genderLabel,Gender,लिंग,लिंग,లింగం,ಲಿಂಗ
register.genderDefault,Select gender,लिंग चुनें,लिंग निवडा,లింగం ఎంచుకోండి,ಲಿಂಗ ಆಯ್ಕೆಮಾಡಿ
register.genderFemale,Female,लड़की,मुलगी,ఆడ,ಹೆಣ್ಣು
register.genderMale,Male,लड़का,मुलगा,మగ,ಗಂಡು
register.genderOther,Other,अन्य,इतर,ఇతర,ಇತರೆ
register.genderPrefer,Prefer not to say,बताना नहीं चाहते,सांगणे पसंत नाही,చెప్పదలచుకోలేదు,ಹೇಳಲು ಬಯಸುವುದಿಲ್ಲ
register.mobileLabel,Mobile Number,मोबाइल नंबर,मोबाईल नंबर,మొబైల్ నంబర్,ಮೊಬೈಲ್ ಸಂಖ್ಯೆ
register.mobilePlaceholder,Parent / guardian 10-digit mobile number,माता-पिता या अभिभावक का 10 अंकों का नंबर,पालक/पालकाचा 10-अंकी मोबाईल नंबर,తల్లిదండ్రుల / గార్డియన్ 10-అంకెల మొబైల్ నంబర్,ಪೋಷಕರ / ಪಾಲಕರ 10-ಅಂಕಿಯ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ
register.mobileHint,Use a valid 10-digit mobile number (India).,भारत का सही 10 अंकों का मोबाइल नंबर डालें।,वैध 10-अंकी मोबाईल नंबर (भारत) वापरा.,చెల్లుబాటు అయ్యే 10-అంకెల మొబైల్ నంబర్ (భారతదేశం) ఉపయోగించండి.,ಮಾನ್ಯವಾದ 10-ಅಂಕಿಯ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ (ಭಾರತ) ಬಳಸಿ.
register.submitBtn,Register Child,दर्ज करें,मुलाची नोंदणी करा,పిల్లవాడిని నమోదు చేయండి,ಮಗುವನ್ನು ನೋಂದಾಯಿಸಿ
register.submittingBtn,Registering...,दर्ज हो रहा है...,नोंदणी होत आहे...,నమోదు చేస్తోంది...,ನೋಂದಣಿ ಮಾಡುತ್ತಿದೆ...
register.successMsg,Child registered successfully! Child ID: {id},बच्चे का पंजीकरण हो गया! बच्चे की ID: {id},मुलाची नोंदणी यशस्वी झाली! चाइल्ड आयडी: {id},పిల్లవాడి నమోదు విజయవంతమైంది! చైల్డ్ ఐడీ: {id},ಮಗುವಿನ ನೋಂದಣಿ ಯಶಸ್ವಿಯಾಗಿದೆ! ಚೈಲ್ಡ್ ಐಡಿ: {id}
register.errName,Child's name is required.,बच्चे का नाम ज़रूरी है।,मुलाचे नाव आवश्यक आहे.,పిల్లవాడి పేరు అవసరం.,ಮಗುವಿನ ಹೆಸರು ಅಗತ್ಯವಿದೆ.
register.errDobRequired,Date of Birth is required.,जन्म तिथि ज़रूरी है।,जन्मतारीख आवश्यक आहे.,పుట్టిన తేదీ అవసరం.,ಜನ್ಮ ದಿನಾಂಕ ಅಗತ್ಯವಿದೆ.
register.errDobAge,Child's age must be between 8 and 10 years.,बच्चे की उम्र 8 से 10 साल के बीच होनी चाहिए।,मुलाचे वय 8 ते 10 वर्षांच्या दरम्यान असावे.,పిల్లవాడి వయసు 8 నుండి 10 సంవత్సరాల మధ్య ఉండాలి.,ಮಗುವಿನ ವಯಸ್ಸು 8 ರಿಂದ 10 ವರ್ಷಗಳ ನಡುವೆ ಇರಬೇಕು.
register.errGender,Please select a gender.,कृपया लिंग चुनें।,कृपया लिंग निवडा.,దయచేసి లింగం ఎంచుకోండి.,ದಯವಿಟ್ಟು ಲಿಂಗ ಆಯ್ಕೆಮಾಡಿ.
register.errMobileRequired,Mobile number is required.,मोबाइल नंबर ज़रूरी है।,मोबाईल नंबर आवश्यक आहे.,మొబైల్ నంబర్ అవసరం.,ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಅಗತ್ಯವಿದೆ.
register.errMobileInvalid,Enter a valid 10-digit mobile number.,सही 10 अंकों का मोबाइल नंबर डालें।,वैध 10-अंकी मोबाईल नंबर टाका.,చెల్లుబాటు అయ్యే 10-అంకెల మొబైల్ నంబర్ నమోదు చేయండి.,ಮಾನ್ಯವಾದ 10-ಅಂಕಿಯ ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ನಮೂದಿಸಿ.
register.errGeneral,An error occurred during registration. Please try again.,पंजीकरण में दिक्कत हुई। फिर कोशिश करें।,नोंदणी करताना त्रुटी आली. कृपया पुन्हा प्रयत्न करा.,నమోదు చేసేటప్పుడు పొరపాటు వచ్చింది. దయచేసి మళ్లీ ప్రయత్నించండి.,ನೋಂದಣಿ ಮಾಡುವಾಗ ದೋಷ ಸಂಭವಿಸಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
game.numeracyLabel,Ankganit,अंकगणित,अंकगणित,అంకగణిత్,ಅಂಕಗಣಿತ್
game.childId,Child ID,बच्चे की ID,चाइल्ड आयडी,చైల్డ్ ఐడీ,ಚೈಲ್ಡ್ ಐಡಿ
game.score,Score,अंक,स्कोर,స్కోర్,ಸ್ಕೋರ್
game.attemptLabel,Attempt #,प्रयास #,प्रयत्न #,ప్రయత్నం #,ಪ್ರಯತ್ನ #
game.pauseQuit,Pause/Quit,रोकें / छोड़ें,थांबवा/बंद करा,ఆపు/నిష్క్రమించు,ನಿಲ್ಲಿಸಿ/ನಿರ್ಗಮಿಸಿ
game.splashSubtitle,"Listen to the instructions, then start the assessment.","निर्देश सुनें, फिर परीक्षा शुरू करें।","सूचना ऐका, नंतर मूल्यांकन सुरू करा.","సూచనలు వినండి, తరువాత అసెస్‌మెంట్ ప్రారంభించండి.","ಸೂಚನೆಗಳನ್ನು ಕೇಳಿ, ನಂತರ ಮೌಲ್ಯಮಾಪನ ಪ್ರಾರಂಭಿಸಿ."
game.welcome,Welcome to Ankganit,"अंकगणित, में आपका स्वागत है",अंकगणितमध्ये स्वागत आहे,అంకగణిత్‌కు స్వాగతం,ಅಂಕಗಣಿತ್‌ಗೆ ಸ್ವಾಗತ
game.splashDesc,"Please listen to the instructions. When the audio finishes, you can start the assessment.",कृपया निर्देश सुनें। ऑडियो खत्म होने के बाद 'अभी शुरू करें' बटन चालू हो जाएगा।,कृपया सूचना ऐका. ऑडिओ संपल्यावर तुम्ही मूल्यांकन सुरू करू शकता.,దయచేసి సూచనలు వినండి. ఆడియో ముగిసిన తర్వాత మీరు అసెస్‌మెంట్ ప్రారంభించవచ్చు.,ದಯವಿಟ್ಟು ಸೂಚನೆಗಳನ್ನು ಕೇಳಿ. ಆಡಿಯೋ ಮುಗಿದ ನಂತರ ನೀವು ಮೌಲ್ಯಮಾಪನ ಪ್ರಾರಂಭಿಸಬಹುದು.
game.startNow,Start Now,अभी शुरू करें,आता सुरू करा,ఇప్పుడు ప్రారంభించండి,ಈಗ ಪ್ರಾರಂಭಿಸಿ
game.replayAudio,Replay Audio,दोबारा सुनें,ऑडिओ पुन्हा ऐका,ఆడియో మళ్లీ వినండి,ಆಡಿಯೋ ಮತ್ತೆ ಕೇಳಿ
game.audioNote,"The audio will play automatically. Once it ends, the Start Now button will become active.",ऑडियो अपने आप चलेगा। खत्म होने पर 'अभी शुरू करें' का बटन चालू होगा।,ऑडिओ स्वतः सुरू होईल. ते संपल्यावर 'आता सुरू करा' बटण सक्रिय होईल.,ఆడియో స్వయంగా ప్లే అవుతుంది. అది ముగిసిన తర్వాత 'ఇప్పుడు ప్రారంభించండి' బటన్ యాక్టివ్ అవుతుంది.,ಆಡಿಯೋ ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಪ್ಲೇ ಆಗುತ್ತದೆ. ಅದು ಮುಗಿದ ನಂತರ 'ಈಗ ಪ್ರಾರಂಭಿಸಿ' ಬಟನ್ ಸಕ್ರಿಯವಾಗುತ್ತದೆ.
game.question,Question,सवाल,प्रश्न,ప్రశ్న,ಪ್ರಶ್ನೆ
game.of,of,में से,पैकी,లో,ರಲ್ಲಿ
game.category,Category,वर्ग,प्रकार,వర్గం,ವಿಭಾಗ
game.catSingle,Single Number,एक अंक,एक अंकी संख्या,ఒక అంకె సంఖ్య,ಒಂದು ಅಂಕಿಯ ಸಂಖ್ಯೆ
game.catDouble,Double Number,दो अंक,दोन अंकी संख्या,రెండు అంకెల సంఖ్య,ಎರಡು ಅಂಕಿಗಳ ಸಂಖ್ಯೆ
game.catSub,Subtraction,घटाव,वजाबाकी,తీసివేత,ವ್ಯವಕಲನ
game.catDiv,Division,भाग,भागाकार,భాగహారం,ಭಾಗಾಕಾರ
game.timer,Timer,समय,टायमर,టైమర్,ಟೈಮರ್
game.correct,Correct,सही,बरोबर,సరైనది,ಸರಿ
game.incorrect,Incorrect,गलत,चुकीचे,తప్పు,ತಪ್ಪು
game.quotient,Quotient,भागफल,भागफल,భాగఫలం,ಭಾಗಲಬ್ಧ
game.remainder,Remainder,शेषफल,बाकी,శేషం,ಶೇಷ
game.answer,Answer,उत्तर,उत्तर,జవాబు,ಉತ್ತರ
game.submitAnswer,Submit Answer,उत्तर जमा करें,उत्तर सबमिट करा,జవాబు సమర్పించండి,ಉತ್ತರ ಸಲ್ಲಿಸಿ
game.clear,Clear,मिटाएं,साफ करा,క్లియర్ చేయండి,ಅಳಿಸಿ
game.assessmentComplete,Assessment Report,मूल्यांकन रिपोर्ट,मूल्यांकन अहवाल,అసెస్‌మెంట్ నివేదిక,ಮೌಲ್ಯಮಾಪನ ವರದಿ
game.assessmentTerminated,Assessment Terminated,परीक्षण समाप्त,मूल्यांकन बंद केले,అసెస్‌మెంట్ ముగించబడింది,ಮೌಲ್ಯಮಾಪನ ಕೊನೆಗೊಂಡಿದೆ
game.allQuestionsCompleted,All questions completed,सभी सवाल पूरे हुए,सर्व प्रश्न पूर्ण झाले,అన్ని ప్రశ్నలు పూర్తయ్యాయి,ಎಲ್ಲಾ ಪ್ರಶ್ನೆಗಳು ಪೂರ್ಣಗೊಂಡಿವೆ
game.finalResults,Final Results,अंतिम परिणाम,अंतिम निकाल,చివరి ఫలితాలు,ಅಂತಿಮ ಫಲಿತಾಂಶಗಳು
game.welcomeBagiya,Welcome to Bagiya,"बगिया, में आपका स्वागत है",बगियामध्ये स्वागत आहे,బగియాకు స్వాగతం,ಬಗಿಯಾಗೆ ಸ್ವಾಗತ
game.welcomeLottery,Welcome to Lottery Ka Ticket,"लॉटरी का टिकट, में आपका स्वागत है",लॉटरी का टिकटमध्ये स्वागत आहे,లాటరీ కా టికెట్‌కు స్వాగతం,ಲಾಟರಿ ಕಾ ಟಿಕೆಟ್‌ಗೆ ಸ್ವಾಗತ
game.welcomeMela,Welcome to Chalo Mela Chalen,"चलो मेला चलें, में आपका स्वागत है",चलो मेला चलेंमध्ये स्वागत आहे,చలో మేళా చలేంకు స్వాగతం,ಚಲೋ ಮೇಲಾ ಚಲೇಂಗೆ ಸ್ವಾಗತ
game.welcomeDhyan,Welcome to Dhyan Kahan Hai,"ध्यान कहाँ है, में आपका स्वागत है",ध्यान कहाँ हैमध्ये स्वागत आहे,ధ్యాన్ కహాఁ హైకు స్వాగతం,ಧ್ಯಾನ್ ಕಹಾँ ಹೈಗೆ ಸ್ವಾಗತ
game.welcomeHerPher,Welcome to Her Pher,"हेर फेर, में आपका स्वागत है",हेर फेरमध्ये स्वागत आहे,హేర్ ఫేర్‌కు స్వాగతం,ಹೇರ್ ಫೇರ್‌ಗೆ ಸ್ವಾಗತ
game.welcomeRachna,Welcome to Rachna,"रचना, में आपका स्वागत है",रचनामध्ये स्वागत आहे,రచనాకు స్వాగతం,ರಚನಾಗೆ ಸ್ವಾಗತ
game.welcomeChor,Welcome to Chor Machaye Shor,"चोर मचाए शोर, में आपका स्वागत है",चोर मचाए शोरमध्ये स्वागत आहे,చోర్ మచాయే శోర్‌కు స్వాగతం,ಚೋರ್ ಮಚಾಯೇ ಶೋರ್‌ಗೆ ಸ್ವಾಗತ
game.notScored,Not Scored,अंक नहीं,गुण दिले नाहीत,స్కోర్ చేయలేదు,ಸ್ಕೋರ್ ಮಾಡಿಲ್ಲ
game.practiceLabel,Practice,अभ्यास,सराव,అభ్యాసం,ಅಭ್ಯಾಸ
game.scoredLabel,Scored,अंकित,गुण दिले,స్కోర్ చేయబడింది,ಸ್ಕೋರ್ ಮಾಡಲಾಗಿದೆ
game.replayBtn,🔊 Replay Audio,🔊 दोबारा सुनें,🔊 ऑडिओ पुन्हा ऐका,🔊 ఆడియో మళ్లీ వినండి,🔊 ಆಡಿಯೋ ಮತ್ತೆ ಕೇಳಿ
game.practiceQuestion,Practice · Question,अभ्यास · सवाल,सराव · प्रश्न,అభ్యాసం · ప్రశ్న,ಅಭ್ಯಾಸ · ಪ್ರಶ್ನೆ
game.practiceResponse,Practice · Response,अभ्यास · जवाब,सराव · उत्तर,అభ్యాసం · జవాబు,ಅಭ್ಯಾಸ · ಉತ್ತರ
game.tryAgain,Try Again,फिर से कोशिश करें,पुन्हा प्रयत्न करा,మళ్లీ ప్రయత్నించండి,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ
game.startMainGame,Start Main Game,मुख्य खेल शुरू करें,मुख्य गेम सुरू करा,ముఖ్య గేమ్ ప్రారంభించండి,ಮುಖ್ಯ ಗೇಮ್ ಪ್ರಾರಂಭಿಸಿ
game.responseLabel,Response,जवाब,उत्तर,జవాబు,ಉತ್ತರ
game.subQuestion,Sub-question,उप-सवाल,उप-प्रश्न,ఉప-ప్రశ్న,ಉಪ-ಪ್ರಶ್ನೆ
game.allAnswered,All questions answered!,सभी सवालों के जवाब दे दिए!,सर्व प्रश्नांची उत्तरे दिली!,అన్ని ప్రశ్నలకు జవాబు ఇచ్చారు!,ಎಲ್ಲಾ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಲಾಗಿದೆ!
game.nextQuestionArrow,Next Question →,अगला सवाल →,पुढील प्रश्न →,తదుపరి ప్రశ్న →,ಮುಂದಿನ ಪ್ರಶ್ನೆ →
game.nextScreenArrow,Next Screen →,अगली स्क्रीन →,पुढील स्क्रीन →,తదుపరి స్క్రీన్ →,ಮುಂದಿನ ಸ್ಕ್ರೀನ್ →
game.finishGame,Finish Game,खेल खत्म करें,गेम संपवा,గేమ్ ముగించండి,ಗೇಮ್ ಮುಗಿಸಿ
game.validationRequired,This field is required. Please select an option.,यह ज़रूरी है। कोई विकल्प चुनें।,हे क्षेत्र आवश्यक आहे. कृपया एक पर्याय निवडा.,ఈ ఫీల్డ్ అవసరం. దయచేసి ఒక ఎంపికను ఎంచుకోండి.,ಈ ಕ್ಷೇತ್ರ ಅಗತ್ಯವಿದೆ. ದಯವಿಟ್ಟು ಒಂದು ಆಯ್ಕೆ ಮಾಡಿ.
game.validationQ5,Please select at least one observed behaviour.,कृपया कम से कम एक व्यवहार चुनें।,कृपया किमान एक निरीक्षित वर्तन निवडा.,దయచేసి కనీసం ఒక గమనించిన ప్రవర్తనను ఎంచుకోండి.,ದಯವಿಟ್ಟು ಕನಿಷ್ಠ ಒಂದು ಗಮನಿಸಿದ ವರ್ತನೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ.
game.sampleQuestionA,Sample Question A,नमूना सवाल क,नमुना प्रश्न अ,నమూనా ప్రశ్న ఎ,ನಮೂನೆ ಪ್ರಶ್ನೆ ಎ
game.sampleQuestionLabel,Sample Question,नमूना सवाल,नमुना प्रश्न,నమూనా ప్రశ్న,ನಮೂನೆ ಪ್ರಶ್ನೆ
game.listenInstructions,Listen to the instructions carefully,निर्देश ध्यान से सुनें,सूचना काळजीपूर्वक ऐका,సూచనలను జాగ్రత్తగా వినండి,ಸೂಚನೆಗಳನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಕೇಳಿ
game.listenRemember,Listen & Remember,सुनें और याद रखें,ऐका व लक्षात ठेवा,వినండి & గుర్తుంచుకోండి,ಕೇಳಿ & ನೆನಪಿಡಿ
game.listeningLabel,🔊 Listening…,🔊 सुन रहे हैं…,🔊 ऐकत आहे…,🔊 వింటున్నారు…,🔊 ಕೇಳುತ್ತಿದೆ…
game.correctFeedback,✅ Correct!,✅ सही!,✅ बरोबर!,✅ సరైనది!,✅ ಸರಿ!
game.incorrectFeedback,❌ Not quite. Listen to the correct sequence again.,❌ सही नहीं। सही क्रम फिर से सुनें।,❌ बरोबर नाही. योग्य क्रम पुन्हा ऐका.,❌ సరిగా లేదు. సరైన క్రమాన్ని మళ్లీ వినండి.,❌ ಸರಿಯಲ್ಲ. ಸರಿಯಾದ ಕ್ರಮವನ್ನು ಮತ್ತೆ ಕೇಳಿ.
game.sampleRound,Sample Round,अभ्यास दौर,नमुना फेरी,నమూనా రౌండ్,ನಮೂನೆ ಸುತ್ತು
game.timerLabel,⏱ Timer:,⏱ समय:,⏱ टायमर:,⏱ టైమర్:,⏱ ಟೈಮರ್:
game.outstandingMemory,Outstanding performance! You're a memory star! ⭐,बहुत बढ़िया! आप याददाश्त के सितारे हैं! ⭐,उत्कृष्ट कामगिरी! तू स्मरणशक्तीचा तारा आहेस! ⭐,అద్భుతమైన పనితీరు! నువ్వు మెమొరీ స్టార్‌వు! ⭐,ಅತ್ಯುತ್ತಮ ಪ್ರದರ್ಶನ! ನೀನು ಮೆಮೊರಿ ಸ್ಟಾರ್! ⭐
game.outstandingRachna,Outstanding performance! 🌟,बहुत बढ़िया! 🌟,उत्कृष्ट कामगिरी! 🌟,అద్భుతమైన పనితీరు! 🌟,ಅತ್ಯುತ್ತಮ ಪ್ರದರ್ಶನ! 🌟
game.sessionDropped,Session Dropped (Clinical Rule),सत्र समाप्त (नियम के अनुसार),सेशन थांबवले (क्लिनिकल नियम),సెషన్ ఆపివేయబడింది (క్లినికల్ నియమం),ಸೆಶನ್ ನಿಲ್ಲಿಸಲಾಗಿದೆ (ಕ್ಲಿನಿಕಲ್ ನಿಯಮ)
game.sessionTerminated,Session Terminated,सत्र समाप्त,सेशन संपवले,సెషన్ ముగించబడింది,ಸೆಶನ್ ಕೊನೆಗೊಂಡಿದೆ
game.assessmentCompleted2,Assessment Completed,परीक्षा पूरी हुई,मूल्यांकन पूर्ण झाले,అసెస్‌మెంట్ పూర్తయింది,ಮೌಲ್ಯಮಾಪನ ಪೂರ್ಣಗೊಂಡಿದೆ
game.retakeBtn,↺ Retake,↺ दोबारा करें,↺ पुन्हा घ्या,↺ మళ్లీ తీయండి,↺ ಮತ್ತೆ ತೆಗೆದುಕೊಳ್ಳಿ
game.replayShort,↻ Replay,↻ दोबारा,↻ पुन्हा ऐका,↻ మళ్లీ వినండి,↻ ಮತ್ತೆ ಕೇಳಿ
game.stopBtn,■ Stop,■ रोकें,■ थांबा,■ ఆపండి,■ ನಿಲ್ಲಿಸಿ
game.doneBtn,↻ Done,↻ हो गया,↻ पूर्ण,↻ పూర్తి,↻ ಮುಗಿದಿದೆ
game.targetPattern,Target Pattern,लक्ष्य पैटर्न,लक्ष्य नमुना,లక్ష్య నమూనా,ಗುರಿ ಮಾದರಿ
game.buildThis,Build this,यह बनाएं,हे तयार करा,దీన్ని నిర్మించండి,ಇದನ್ನು ನಿರ್ಮಿಸಿ
game.workspaceLabel,Workspace,कार्यक्षेत्र,वर्कस्पेस,వర్క్‌స్పేస్,ವರ್ಕ್‌ಸ್ಪೇಸ್
game.dropShapes,Drop shapes here to build the pattern,पैटर्न बनाने के लिए आकृतियाँ यहाँ रखें,नमुना तयार करण्यासाठी आकार येथे टाका,నమూనాను నిర్మించడానికి ఆకారాలను ఇక్కడ వదలండి,ಮಾದರಿಯನ್ನು ನಿರ್ಮಿಸಲು ಆಕಾರಗಳನ್ನು ಇಲ್ಲಿ ಬಿಡಿ
game.sourceShapes,Source Shapes,आकृति चुनें,मूळ आकार,మూల ఆకారాలు,ಮೂಲ ಆಕಾರಗಳು
game.dragToWorkspace,Drag to workspace,कार्यक्षेत्र पर खींचें,वर्कस्पेसमध्ये ओढा,వర్క్‌స్పేస్‌కు లాగండి,ವರ್ಕ್‌ಸ್ಪೇಸ್‌ಗೆ ಎಳೆಯಿರಿ
game.correctFeedbackChor,✔ Correct!,✔ सही!,✔ बरोबर!,✔ సరైనది!,✔ ಸರಿ!
game.incorrectFeedbackChor,✖ Try again. Observe carefully.,✖ फिर से कोशिश करें। ध्यान से देखें।,✖ पुन्हा प्रयत्न करा. काळजीपूर्वक पाहा.,✖ మళ్లీ ప్రయత్నించండి. జాగ్రత్తగా చూడండి.,✖ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ. ಎಚ್ಚರಿಕೆಯಿಂದ ನೋಡಿ.
game.foundPattern,✅ Great! You found the pattern,✅ बहुत अच्छे! पैटर्न मिल गया,✅ छान! तुला नमुना सापडला,✅ బాగుంది! మీరు నమూనాను కనుగొన్నారు,✅ ಚೆನ್ನಾಗಿದೆ! ನೀನು ಮಾದರಿಯನ್ನು ಕಂಡುಕೊಂಡೆ
game.phase1Complete,Phase 1 Completed! Click Phase 2 to continue.,चरण 1 पूरा! चरण 2 के लिए क्लिक करें।,टप्पा 1 पूर्ण झाला! टप्पा 2 साठी क्लिक करा.,దశ 1 పూర్తయింది! దశ 2 కోసం క్లిక్ చేయండి.,ಹಂತ 1 ಪೂರ್ಣಗೊಂಡಿದೆ! ಹಂತ 2 ಗಾಗಿ ಕ್ಲಿಕ್ ಮಾಡಿ.
game.trial2Label,🔄 Trial 2,🔄 दूसरा प्रयास,🔄 प्रयत्न 2,🔄 ప్రయత్నం 2,🔄 ಪ್ರಯತ್ನ 2
game.totalMoves,Total Moves,कुल चालें,एकूण हलचाली,మొత్తం కదలికలు,ಒಟ್ಟು ಚಲನೆಗಳು
game.detailedBreakdown,Detailed Question Breakdown,सवाल-दर-सवाल विवरण,तपशीलवार प्रश्न विश्लेषण,వివరణాత్మక ప్రశ్న విభజన,ವಿವರವಾದ ಪ್ರಶ್ನೆ ವಿಭಜನೆ
game.movesLabel,Moves,चालें,हलचाली,కదలికలు,ಚಲನೆಗಳು
game.sNo,S. No,क्र.सं.,क्र.,క్రమ సంఖ్య,ಕ್ರ.ಸಂ
game.questionImage,Question Image,प्रश्न चित्र,प्रश्नाचे चित्र,ప్రశ్న చిత్రం,ಪ್ರಶ್ನೆ ಚಿತ್ರ
game.exactLabel,✓ Correct (2pts),✓ बिल्कुल सही (2 अंक),✓ बरोबर (2 गुण),✓ సరైనది (2 పాయింట్లు),✓ ಸರಿ (2 ಅಂಕಗಳು)
game.partialLabel,~ Partial (1pt),~ आंशिक सही (1 अंक),~ अर्धवट (1 गुण),~ పాక్షికం (1 పాయింట్),~ ಭಾಗಶಃ (1 ಅಂಕ)
game.wrongLabel,✗ Incorrect (0pts),✗ गलत (0 अंक),✗ चुकीचे (0 गुण),✗ తప్పు (0 పాయింట్లు),✗ ತಪ್ಪು (0 ಅಂಕಗಳು)
game.accuracyLabel,% Accuracy,% सटीकता,% अचूकता,% ఖచ్చితత్వం,% ನಿಖರತೆ
game.timeLabel,⏱ Time,⏱ समय,⏱ वेळ,⏱ సమయం,⏱ ಸಮಯ
game.screensLabel,Screens,स्क्रीन,स्क्रीन्स,స్క్రీన్‌లు,ಸ್ಕ್ರೀನ್‌ಗಳು
game.screenHeader,Screen,स्क्रीन,स्क्रीन,స్క్రీన్,ಸ್ಕ್ರೀನ್
game.subQHeader,Sub-Q,उप-प्र,उप-प्र,ఉప-ప్ర,ಉಪ-ಪ್ರ
game.targetHeader,Target,लक्ष्य,लक्ष्य,లక్ష్యం,ಗುರಿ
game.childChoseHeader,Child Choose,बच्चे ने चुना,मुलाने निवडले,పిల్లవాడు ఎంచుకున్నది,ಮಗು ಆಯ್ಕೆಮಾಡಿದ್ದು
game.statusHeader,Status,स्थिति,स्थिती,స్థితి,ಸ್ಥಿತಿ
game.ptsLabel,pts,अंक,गुण,పాయింట్లు,ಅಂಕಗಳು
game.statusCorrect,Correct,सही,बरोबर,సరైనది,ಸರಿ
game.statusPartial,Partial,आंशिक,अर्धवट,పాక్షికం,ಭಾಗಶಃ
game.statusWrong,Incorrect,गलत,चुकीचे,తప్పు,ತಪ್ಪು
game.timeChip,Screentime:,स्क्रीनटाइम:,स्क्रीनवेळ:,స్క్రీన్ సమయం:,ಸ್ಕ್ರೀನ್ ಸಮಯ:
game.totalCorrect,Total / Correct,कुल / सही,एकूण / बरोबर,మొత్తం / సరైనవి,ಒಟ್ಟು / ಸರಿ
